primary_song_artist_id,primary_song_artist
1136,Afrojack feat. Wrabel
1137,Flo Rida feat. Robin Thicke & Verdine White
1138,Kermit the Frog
1139,"Al Burton, Gloria Loring & Alan Thicke"
1140,Outasight
1141,Chris Isaak
1142,Styx
1143,Tim McGraw
1144,Grace Potter & The Nocturnals
1145,Pat Benatar
1146,Nathan Lanier
1147,Barns Courtney
1148,Jean Knight
1149,Osvaldo Pugliese
1150,Janelle Monáe feat. Big Boi
1151,NSYNC
1152,The Four Tops
1153,Jorge Quintero
1154,Pitbull feat. Lil Jon
1155,BJ the Chicago Kid
1156,Crystal Lake feat. Kifi
1157,Montell Jordan
1158,Ally Brooke feat. Matoma
1159,Justin Bieber
1160,Dimie Cat
1161,Right Said Fred
1162,Sia
1163,Benny Goodman
1164,Youth Group
1165,Florida Georgia Line feat. Luke Bryan
1166,Owl City feat. Aloe Blacc
1167,Rogue Wave
1168,Taio Cruz
1169,Raphaël Beau
1170,Elle King
1171,Linda Ronstadt
1172,Vincint
1173,Helmut Vonlichten
1174,Intermezzo Orchestra
1175,Judy Kuhn
1176,Cowboy Troy
1177,Chris Tomlin
1178,Rachel Platten
1179,Glen Hansard & Markéta Irglová
1180,Mindy Gledhill
1181,Rochelle Diamante
1182,Flo Rida feat. David Guetta
1183,Jodi Benson
1184,Maroon 5 feat. Christina Aguilera
1185,Benoît Jutras
1186,Simon Carpentier
1187,MILCK
1188,District 78
1189,Alan Menken & David Zippel
1190,Mandy Moore
1191,Lea Salonga
1192,Dickie Jones
1193,Kristen Bell & Idina Menzel
1194,Owl City
1195,Donny Osmond (performed live)
1196,Curtis Mayfield
1197,Us the Duo
1198,The Fray
1199,Nick Lachey
1200,Sister Sledge
1201,Huey Lewis & the News
1202,David Guetta feat. Kelly Rowland
1203,Paige O'Hara
1204,Martha & the Vandellas
1205,ZZ Ward
1206,Amy Adams
1207,Auliʻi Cravalho (performed live)
1208,Wilfred Jackson & Bert Lewis
1209,AC/DC
1210,Mike Posner
1211,Arthur Conley
1212,James Bay
1213,from Gentlemen Prefer Blondes
1214,Guy Dubuc & Marc Lessard
1215,Dan + Shay
1216,Ariana Grande & Justin Bieber
1217,Sérgio Mendes feat. Carlinhos Brown
1218,The Tony Rich Project
1219,Phil Harris & Bruce Reitherman
1220,Big Mama Thornton
1221,Pyotr Ilyich Tchaikovsky
1222,Belinda Carlisle
1223,John Barry
1224,Panic! at the Disco
1225,Judy Garland
1226,Helen Shapiro
1227,Joan Jett & the Blackhearts
1228,Alesha Dixon
1229,Martina McBride
1230,Leon Russell
1231,TLC
1232,Missy Elliott
1233,Kaleo
1234,SYML
1235,"Jason Weaver,"
1236,Jonny Lang
1237,OneRepublic feat. Sara Bareilles
1238,Thin Lizzy
1239,The Human Beinz
1240,Beans & Fatback
1241,Ruelle
1242,Calvin Harris & Alesso feat. Hurts
1243,3OH!3 feat. Ke$ha
1244,Jack Garratt
1245,Yves V feat. Mike James
1246,Florence + The Machine
1247,"José Feliciano,"
1248,Atwater Men's Club
1249,Jordan Fisher feat. Lin-Manuel Miranda
1250,Indila
1251,Skylar Grey
1252,Indeep
1253,Sonny Bono
1254,Tom Jones feat. Stereophonics
1255,Daughtry
1256,John Denver
1257,Aaron Copland
1258,The Score
1259,Will Smith feat. Dru Hill & Kool Moe Dee
1260,Portugal. The Man
1261,Cynthia Fee
1262,The Summer Set
1263,Musiq Soulchild
1264,Enrique Iglesias feat. Ludacris
1265,Petty Booka
1266,Carly Pearce
1267,Dierks Bentley feat. Brothers Osborne
1268,LANCO
1269,Bob Wilson & His Varsity Rhythm Boys
1270,Sheila E.
1271,Smash cast feat. Megan Hilty
1272,Sevdaliza
1273,The Eligibles
1274,RJD2
1275,Dave Porter
1276,A. R. Rahman
1277,Five Stairsteps
1278,"Adam Clayton & Larry Mullen, Jr."
1279,Girls Aloud
1280,Sérgio Mendes feat. The Black Eyed Peas
1281,Eagles
1282, Tupac feat. Dr. Dre & Roger Troutman
1283,Amy Winehouse feat. Mark Ronson
1284,Chris Stapleton
1285,Chris Janson
1286,Don Omar & Lucenzo
1287,Carl Orff
1288,Common feat. Pharrell Williams
1289,Andrea Bocelli feat. Jennifer Lopez
1290,Lord Huron
1291,Larry Elgart
1292,Jace Everett
1293,Ja'net Dubois
1294,Israel Kamakawiwo'ole
1295,Weezer
1296,The Chiffons
1297,Sam Smith & Normani
1298,Forever Tango
1299,Paula Cole
1300,Martin Garrix
1301,Chuck Lorre & Dennis C. Brown
1302,The Shirelles
1303,Katherine Jenkins
1304,U2
1305,Bernard Herrmann
1306,Bill Conti
1307,Postmodern Jukebox feat. Addie Hamilton
1308,Bishop Briggs
1309,Merry Clayton
1310,Lindsey Stirling
1311,Chase Holfelder
1312,Tamar Braxton
1313,Nino Rota
1314,Vince Hill
1315,Daniel Powter
1316,Ella Fitzgerald & Louis Armstrong
1317,Gloria Estefan & Miami Sound Machine
1318,Junior Senior
1319,Oh the Larceny
1320,from Forever Tango
1321,Andra Day & Common
1322,Martynas
1323,Tape Five feat. Henrik Wager
1324,Edvard Grieg
1325,Katherine Jenkins & Beverley Staunton
1326,Alicia Keys feat. Beyoncé
1327,Landon Pigg
1328,Glenn Miller
1329,Noah Cyrus
1330,Zac Efron & Zendaya
1331,The Weeknd & Kendrick Lamar
1332,Austin French
1333,David Guetta feat. Sia
1334,Lenii
1335,Bastille feat. Gabrielle Aplin
1336,Anthony Hamilton & Elayna Boynton
1337,Earl St. Clair
1338,Niall Horan
1339,Years & Years
1340,Aaron Krause feat. Liza Anne
1341,Lee Greenwood
1342,Martynas Levickis
1343,Phillip Bailey & Phil Collins
1344,Jane Monheit
1345,Emily Browning
1346,The Black Keys
1347,Alan Menken
1348,Ella Mae Bowen & Bonnie Tyler
1349,Jonas Brothers & Karol G
1350,The Chainsmokers feat. Daya
1351,Marian Hill
1352,Meghan Trainor feat. John Legend
1353,James Cagney
1354,The Four Seasons
1355,Grace feat. G-Eazy
1356,JP Saxe & Julia Michaels
1357,Björk
1358,Bill Withers
1359,Missy Elliott feat. Ciara & Fat Man Scoop
1360,Seth MacFarlane
1361,Bastille
1362,Martin Garrix feat. Usher
1363,Monty Python
1364,Jim Jacobs & Warren Casey
1365,Frank Loesser
1366,Andrew Lloyd Webber
1367,The Chicks
1368,The Proclaimers
1369,"Debbie Reynolds, Gene Kelly & Donald O'Connor"
1370,The Script feat. will.i.am
1371,Jonathan Larson
1372,Steve Miller Band
1373,The Rembrandts
1374,Stevie Wonder feat. Ariana Grande
1375,Usher feat. Lil Jon & Ludacris
1376,The Cinematic Orchestra feat. Patrick Watson
1377,Ginuwine
1378,Deadmau5 feat. Rob Swire
1379,David Garrett & Royal Philharmonic Orchestra
1380,Avicii feat. Sterling Fox & Audra Mae
1381,Hermes House Band
1382,X Ambassadors
1383,Natasha Bedingfield
1384,Cy Coleman
1385,NEEDTOBREATHE feat. Gavin DeGraw
1386,Alexander Jean
1387,Evanescence feat. Paul McCoy
1388,Pedro Gomez
1389,David Guetta feat. Skylar Grey
1390,Warren Zevon
1391,Larry Carlton
1392,The Monkees
1393,Yin Yang Twins feat. Pitbull
1394,Rayelle
1395,The Doors
1396,Marilyn Manson
1397,Nathaniel Rateliff & the Night Sweats
1398,Disturbed
1399,Pitbull feat. John Ryan
1400,Orianthi
1401,The Weeknd feat. Ed Sheeran
1402,Bakermat feat. Alex Clare
1403,Gerard McMann
1404,Scorpions
1405,Stealers Wheel
1406,Wayne Beckford
1407,Taco feat. tomX
1408,Marc Anthony
1409,Teddybears feat. Mad Cobra
1410,Thurston Harris and the Sharps
1411,The Ames Brothers
1412,Paloma Faith
1413,Tori Kelly
1414,Escala
1415,Ella Mae Bowen
1416,Haley Reinhart
1417,Cream
1418,Burt Bacharach
1419,Felix Jaehn feat. Hight & Alex Aiono
1420,Avicii feat. Sandro Cavazza
1421,MIKA
1422,Blue Foundation
1423,The Cat Empire
1424,Pablo Cruise
1425,The Marvelettes
1426,Zedd feat. Hayley Williams
1427,DOROTHY
1428,"Alex Newell, Jess Glynne & DJ Cassidy with Nile Rodgers"
1429,The Piano Guys
1430,Nathan Sykes feat. Ariana Grande
1431,Prince Royce feat. Jennifer Lopez & Pitbull
1432,Anna Nalick
1433,Myon
1434,Cab Calloway
1435,Foreigner
1436,James Vincent McMorrow
1437,Proyecto Uno
1438,"Earth, Wind, and Fire"
1439,Mariano Mores
1440,Duffy
1441,Carole King
1442,Parov Stelar
1443,Alesso feat. Ryan Tedder
1444,Empire cast feat. Jussie Smollett & Pitbull
1445,from The Passion of the Christ
1446,Tommy Sparks
1447,69 Boyz
1448,from Dreamgirls
1449,Missy Elliott feat. Pharrell Williams
1450,Timeflies
