,dance_id,season,week,couple,dance,music,judge,judge_score,total_score,result,score_type,film,broadway_show,classical_music,television_show,team_captain,guest_judge,original_couple,dance_chosen_by,disney_film,tv_show,genre,elvis_music,cirque_du_soleil_show,trio_partner,james_bond_film,dance_&_theme,film_series,music_by_britney_spears,era,musical,music_from_grease,michael_buble_music,horror_film_show,music_by_queen,mentor,villain,music_by_janet_jackson,trio_dance_partner,icon,film_theme,dynamic_duo,professionals,cher_music,icons,stevie_wonder_music,motown_music,couple_list,couple_count,judge_score_count,judge_count
2064,2064,21,Week 1: Premiere Night,Nick & Sharna,Cha-cha-cha,"""I Don't Like It, I Love It""—Flo Rida feat. Robin Thicke & Verdine White",Carrie Ann Inaba,8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nick & Sharna'],1,3,3
2064,2064,21,Week 1: Premiere Night,Nick & Sharna,Cha-cha-cha,"""I Don't Like It, I Love It""—Flo Rida feat. Robin Thicke & Verdine White",Julianne Hough, 8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nick & Sharna'],1,3,3
2064,2064,21,Week 1: Premiere Night,Nick & Sharna,Cha-cha-cha,"""I Don't Like It, I Love It""—Flo Rida feat. Robin Thicke & Verdine White",Bruno Tonioli, 8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nick & Sharna'],1,3,3
2065,2065,21,Week 2: Hometown Glory Week,Nick & Sharna,Jive,"""Boogie Woogie Bugle Boy""—The Andrews Sisters",Carrie Ann Inaba,7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nick & Sharna'],1,3,3
2065,2065,21,Week 2: Hometown Glory Week,Nick & Sharna,Jive,"""Boogie Woogie Bugle Boy""—The Andrews Sisters",Julianne Hough, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nick & Sharna'],1,3,3
2065,2065,21,Week 2: Hometown Glory Week,Nick & Sharna,Jive,"""Boogie Woogie Bugle Boy""—The Andrews Sisters",Bruno Tonioli, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nick & Sharna'],1,3,3
2066,2066,22,Week 2: Latin Night,Paige & Alan,Salsa,"""Danza Kuduro""—Don Omar feat. Lucenzo",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Paige & Alan'],1,3,3
2066,2066,22,Week 2: Latin Night,Paige & Alan,Salsa,"""Danza Kuduro""—Don Omar feat. Lucenzo",Len Goodman, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Paige & Alan'],1,3,3
2066,2066,22,Week 2: Latin Night,Paige & Alan,Salsa,"""Danza Kuduro""—Don Omar feat. Lucenzo",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Paige & Alan'],1,3,3
2067,2067,22,Week 2: Latin Night,Antonio & Sharna,Rumba,"""Adorn""—Miguel",Carrie Ann Inaba,6,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Sharna'],1,3,3
2067,2067,22,Week 2: Latin Night,Antonio & Sharna,Rumba,"""Adorn""—Miguel",Len Goodman, 6,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Sharna'],1,3,3
2067,2067,22,Week 2: Latin Night,Antonio & Sharna,Rumba,"""Adorn""—Miguel",Bruno Tonioli, 7,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Sharna'],1,3,3
2069,2069,26,Week 3: MVP Night (Semifinals),Jennie & Keo,Viennese waltz,"""The Rest of Our Life""—Tim McGraw & Faith Hill",Carrie Ann Inaba,7,29,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jennie & Keo'],1,4,4
2069,2069,26,Week 3: MVP Night (Semifinals),Jennie & Keo,Viennese waltz,"""The Rest of Our Life""—Tim McGraw & Faith Hill",David Ross, 8,29,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jennie & Keo'],1,4,4
2069,2069,26,Week 3: MVP Night (Semifinals),Jennie & Keo,Viennese waltz,"""The Rest of Our Life""—Tim McGraw & Faith Hill",Len Goodman, 7,29,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jennie & Keo'],1,4,4
2069,2069,26,Week 3: MVP Night (Semifinals),Jennie & Keo,Viennese waltz,"""The Rest of Our Life""—Tim McGraw & Faith Hill",Bruno Tonioli, 7,29,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jennie & Keo'],1,4,4
2070,2070,26,Week 3: MVP Night (Semifinals),Chris & Witney,Foxtrot,"""I Got Rhythm""—Ray Chew",Carrie Ann Inaba,8,33,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2070,2070,26,Week 3: MVP Night (Semifinals),Chris & Witney,Foxtrot,"""I Got Rhythm""—Ray Chew",David Ross, 9,33,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2070,2070,26,Week 3: MVP Night (Semifinals),Chris & Witney,Foxtrot,"""I Got Rhythm""—Ray Chew",Len Goodman, 7,33,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2070,2070,26,Week 3: MVP Night (Semifinals),Chris & Witney,Foxtrot,"""I Got Rhythm""—Ray Chew",Bruno Tonioli, 9,33,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2071,2071,26,Week 3: MVP Night (Semifinals),Tonya & Sasha,Rumba,"""See You Again""—Tyler Ward",Carrie Ann Inaba,8,33,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tonya & Sasha'],1,4,4
2071,2071,26,Week 3: MVP Night (Semifinals),Tonya & Sasha,Rumba,"""See You Again""—Tyler Ward",David Ross, 9,33,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tonya & Sasha'],1,4,4
2071,2071,26,Week 3: MVP Night (Semifinals),Tonya & Sasha,Rumba,"""See You Again""—Tyler Ward",Len Goodman, 8,33,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tonya & Sasha'],1,4,4
2071,2071,26,Week 3: MVP Night (Semifinals),Tonya & Sasha,Rumba,"""See You Again""—Tyler Ward",Bruno Tonioli, 8,33,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tonya & Sasha'],1,4,4
2072,2072,26,Week 3: MVP Night (Semifinals),Adam & Jenna,Contemporary,"""O""—Coldplay",Carrie Ann Inaba,10,39,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Adam & Jenna'],1,4,4
2072,2072,26,Week 3: MVP Night (Semifinals),Adam & Jenna,Contemporary,"""O""—Coldplay",David Ross, 10,39,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Adam & Jenna'],1,4,4
2072,2072,26,Week 3: MVP Night (Semifinals),Adam & Jenna,Contemporary,"""O""—Coldplay",Len Goodman, 9,39,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Adam & Jenna'],1,4,4
2072,2072,26,Week 3: MVP Night (Semifinals),Adam & Jenna,Contemporary,"""O""—Coldplay",Bruno Tonioli, 10,39,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Adam & Jenna'],1,4,4
2073,2073,26,Week 3: MVP Night (Semifinals),Josh & Sharna,Contemporary,"""Stand by Me""—Bootstraps",Carrie Ann Inaba,9,36,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Josh & Sharna'],1,4,4
2073,2073,26,Week 3: MVP Night (Semifinals),Josh & Sharna,Contemporary,"""Stand by Me""—Bootstraps",David Ross, 9,36,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Josh & Sharna'],1,4,4
2073,2073,26,Week 3: MVP Night (Semifinals),Josh & Sharna,Contemporary,"""Stand by Me""—Bootstraps",Len Goodman, 9,36,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Josh & Sharna'],1,4,4
2073,2073,26,Week 3: MVP Night (Semifinals),Josh & Sharna,Contemporary,"""Stand by Me""—Bootstraps",Bruno Tonioli, 9,36,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Josh & Sharna'],1,4,4
2074,2074,20,Week 1: Premiere Night,Chris & Witney,Jive,"""Footloose""—Kenny Loggins",Carrie Ann Inaba,7,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2074,2074,20,Week 1: Premiere Night,Chris & Witney,Jive,"""Footloose""—Kenny Loggins",Len Goodman, 6,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2074,2074,20,Week 1: Premiere Night,Chris & Witney,Jive,"""Footloose""—Kenny Loggins",Julianne Hough, 6,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2074,2074,20,Week 1: Premiere Night,Chris & Witney,Jive,"""Footloose""—Kenny Loggins",Bruno Tonioli, 7,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2075,2075,20,Week 1: Premiere Night,Michael & Peta,Cha-cha-cha,"""Uptown Funk""—Mark Ronson feat. Bruno Mars",Carrie Ann Inaba,6,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Michael & Peta'],1,4,4
2075,2075,20,Week 1: Premiere Night,Michael & Peta,Cha-cha-cha,"""Uptown Funk""—Mark Ronson feat. Bruno Mars",Len Goodman, 6,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Michael & Peta'],1,4,4
2075,2075,20,Week 1: Premiere Night,Michael & Peta,Cha-cha-cha,"""Uptown Funk""—Mark Ronson feat. Bruno Mars",Julianne Hough, 7,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Michael & Peta'],1,4,4
2075,2075,20,Week 1: Premiere Night,Michael & Peta,Cha-cha-cha,"""Uptown Funk""—Mark Ronson feat. Bruno Mars",Bruno Tonioli, 7,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Michael & Peta'],1,4,4
2076,2076,20,Week 1: Premiere Night,Nastia & Derek,Foxtrot,"""New York, New York (FWB Remix)""—Ray Quinn feat. Ultra Love",Carrie Ann Inaba,7,30,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nastia & Derek'],1,4,4
2076,2076,20,Week 1: Premiere Night,Nastia & Derek,Foxtrot,"""New York, New York (FWB Remix)""—Ray Quinn feat. Ultra Love",Len Goodman, 7,30,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nastia & Derek'],1,4,4
2076,2076,20,Week 1: Premiere Night,Nastia & Derek,Foxtrot,"""New York, New York (FWB Remix)""—Ray Quinn feat. Ultra Love",Julianne Hough, 8,30,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nastia & Derek'],1,4,4
2076,2076,20,Week 1: Premiere Night,Nastia & Derek,Foxtrot,"""New York, New York (FWB Remix)""—Ray Quinn feat. Ultra Love",Bruno Tonioli, 8,30,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nastia & Derek'],1,4,4
2077,2077,20,Week 1: Premiere Night,Redfoo & Emma,Cha-cha-cha,"""Juicy Wiggle""—Redfoo",Carrie Ann Inaba,6,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Redfoo & Emma'],1,4,4
2077,2077,20,Week 1: Premiere Night,Redfoo & Emma,Cha-cha-cha,"""Juicy Wiggle""—Redfoo",Len Goodman, 5,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Redfoo & Emma'],1,4,4
2077,2077,20,Week 1: Premiere Night,Redfoo & Emma,Cha-cha-cha,"""Juicy Wiggle""—Redfoo",Julianne Hough, 5,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Redfoo & Emma'],1,4,4
2077,2077,20,Week 1: Premiere Night,Redfoo & Emma,Cha-cha-cha,"""Juicy Wiggle""—Redfoo",Bruno Tonioli, 6,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Redfoo & Emma'],1,4,4
2078,2078,20,Week 1: Premiere Night,Noah & Sharna,Cha-cha-cha,"""I Lived""—OneRepublic",Carrie Ann Inaba,7,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Noah & Sharna'],1,4,4
2078,2078,20,Week 1: Premiere Night,Noah & Sharna,Cha-cha-cha,"""I Lived""—OneRepublic",Len Goodman, 6,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Noah & Sharna'],1,4,4
2078,2078,20,Week 1: Premiere Night,Noah & Sharna,Cha-cha-cha,"""I Lived""—OneRepublic",Julianne Hough, 6,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Noah & Sharna'],1,4,4
2078,2078,20,Week 1: Premiere Night,Noah & Sharna,Cha-cha-cha,"""I Lived""—OneRepublic",Bruno Tonioli, 7,26,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Noah & Sharna'],1,4,4
2079,2079,20,Week 1: Premiere Night,Suzanne & Tony,Cha-cha-cha,"""Physical""—Olivia Newton-John",Carrie Ann Inaba,6,25,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Suzanne & Tony'],1,4,4
2079,2079,20,Week 1: Premiere Night,Suzanne & Tony,Cha-cha-cha,"""Physical""—Olivia Newton-John",Len Goodman, 6,25,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Suzanne & Tony'],1,4,4
2079,2079,20,Week 1: Premiere Night,Suzanne & Tony,Cha-cha-cha,"""Physical""—Olivia Newton-John",Julianne Hough, 6,25,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Suzanne & Tony'],1,4,4
2079,2079,20,Week 1: Premiere Night,Suzanne & Tony,Cha-cha-cha,"""Physical""—Olivia Newton-John",Bruno Tonioli, 7,25,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Suzanne & Tony'],1,4,4
2080,2080,20,Week 1: Premiere Night,Rumer & Val,Foxtrot,"""Take Me to Church""—Hozier",Carrie Ann Inaba,8,32,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rumer & Val'],1,4,4
2080,2080,20,Week 1: Premiere Night,Rumer & Val,Foxtrot,"""Take Me to Church""—Hozier",Len Goodman, 8,32,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rumer & Val'],1,4,4
2080,2080,20,Week 1: Premiere Night,Rumer & Val,Foxtrot,"""Take Me to Church""—Hozier",Julianne Hough, 8,32,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rumer & Val'],1,4,4
2080,2080,20,Week 1: Premiere Night,Rumer & Val,Foxtrot,"""Take Me to Church""—Hozier",Bruno Tonioli, 8,32,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rumer & Val'],1,4,4
2081,2081,20,Week 2: My Jam Monday,Chris & Witney,Cha-cha-cha,"""Time of Our Lives""―Pitbull & Ne-Yo",Carrie Ann Inaba,5,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2081,2081,20,Week 2: My Jam Monday,Chris & Witney,Cha-cha-cha,"""Time of Our Lives""―Pitbull & Ne-Yo",Len Goodman, 6,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2081,2081,20,Week 2: My Jam Monday,Chris & Witney,Cha-cha-cha,"""Time of Our Lives""―Pitbull & Ne-Yo",Julianne Hough, 5,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2081,2081,20,Week 2: My Jam Monday,Chris & Witney,Cha-cha-cha,"""Time of Our Lives""―Pitbull & Ne-Yo",Bruno Tonioli, 5,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chris & Witney'],1,4,4
2082,2082,27,Week 2: New York City Night / Vegas Night,Evanna & Keo,Samba,"""Can't Touch It""—Ricki-Lee Coulter",Carrie Ann Inaba,8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evanna & Keo'],1,3,3
2082,2082,27,Week 2: New York City Night / Vegas Night,Evanna & Keo,Samba,"""Can't Touch It""—Ricki-Lee Coulter",Len Goodman, 8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evanna & Keo'],1,3,3
2082,2082,27,Week 2: New York City Night / Vegas Night,Evanna & Keo,Samba,"""Can't Touch It""—Ricki-Lee Coulter",Bruno Tonioli, 8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evanna & Keo'],1,3,3
2083,2083,27,Week 2: New York City Night / Vegas Night,Bobby & Sharna,Foxtrot,"""Theme from New York, New York""—Frank Sinatra",Carrie Ann Inaba,7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bobby & Sharna'],1,3,3
2083,2083,27,Week 2: New York City Night / Vegas Night,Bobby & Sharna,Foxtrot,"""Theme from New York, New York""—Frank Sinatra",Len Goodman, 6,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bobby & Sharna'],1,3,3
2083,2083,27,Week 2: New York City Night / Vegas Night,Bobby & Sharna,Foxtrot,"""Theme from New York, New York""—Frank Sinatra",Bruno Tonioli, 7,20,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bobby & Sharna'],1,3,3
2084,2084,27,Week 2: New York City Night / Vegas Night,Juan Pablo & Cheryl,Foxtrot,"""Why Don't You Do Right?""—Peggy Lee",Carrie Ann Inaba,9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Juan Pablo & Cheryl'],1,3,3
2084,2084,27,Week 2: New York City Night / Vegas Night,Juan Pablo & Cheryl,Foxtrot,"""Why Don't You Do Right?""—Peggy Lee",Len Goodman, 8,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Juan Pablo & Cheryl'],1,3,3
2084,2084,27,Week 2: New York City Night / Vegas Night,Juan Pablo & Cheryl,Foxtrot,"""Why Don't You Do Right?""—Peggy Lee",Bruno Tonioli, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Juan Pablo & Cheryl'],1,3,3
2085,2085,30,Week 6: Horror Night,Iman & Daniella,Contemporary,"""I Got 5 on It (Tethered Mix)""—Luniz feat. Michael Marshall",Carrie Ann Inaba,10,40,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Us,,,,,,,,,,,,,,['Iman & Daniella'],1,4,4
2085,2085,30,Week 6: Horror Night,Iman & Daniella,Contemporary,"""I Got 5 on It (Tethered Mix)""—Luniz feat. Michael Marshall",Len Goodman, 10,40,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Us,,,,,,,,,,,,,,['Iman & Daniella'],1,4,4
2085,2085,30,Week 6: Horror Night,Iman & Daniella,Contemporary,"""I Got 5 on It (Tethered Mix)""—Luniz feat. Michael Marshall",Derek Hough, 10,40,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Us,,,,,,,,,,,,,,['Iman & Daniella'],1,4,4
2085,2085,30,Week 6: Horror Night,Iman & Daniella,Contemporary,"""I Got 5 on It (Tethered Mix)""—Luniz feat. Michael Marshall",Bruno Tonioli, 10,40,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Us,,,,,,,,,,,,,,['Iman & Daniella'],1,4,4
2086,2086,30,Week 6: Horror Night,Suni & Sasha,Tango,"""Bad Habits""—Ed Sheeran",Carrie Ann Inaba,9,36,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,The Vampire Diaries,,,,,,,,,,,,,,['Suni & Sasha'],1,4,4
2086,2086,30,Week 6: Horror Night,Suni & Sasha,Tango,"""Bad Habits""—Ed Sheeran",Len Goodman, 9,36,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,The Vampire Diaries,,,,,,,,,,,,,,['Suni & Sasha'],1,4,4
2086,2086,30,Week 6: Horror Night,Suni & Sasha,Tango,"""Bad Habits""—Ed Sheeran",Derek Hough, 9,36,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,The Vampire Diaries,,,,,,,,,,,,,,['Suni & Sasha'],1,4,4
2086,2086,30,Week 6: Horror Night,Suni & Sasha,Tango,"""Bad Habits""—Ed Sheeran",Bruno Tonioli, 9,36,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,The Vampire Diaries,,,,,,,,,,,,,,['Suni & Sasha'],1,4,4
2087,2087,30,Week 6: Horror Night,Amanda & Alan,Argentine tango,"""Paint It Black""—Ciara",Carrie Ann Inaba,9,38,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Saw,,,,,,,,,,,,,,['Amanda & Alan'],1,4,4
2087,2087,30,Week 6: Horror Night,Amanda & Alan,Argentine tango,"""Paint It Black""—Ciara",Len Goodman, 9,38,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Saw,,,,,,,,,,,,,,['Amanda & Alan'],1,4,4
2087,2087,30,Week 6: Horror Night,Amanda & Alan,Argentine tango,"""Paint It Black""—Ciara",Derek Hough, 10,38,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Saw,,,,,,,,,,,,,,['Amanda & Alan'],1,4,4
2087,2087,30,Week 6: Horror Night,Amanda & Alan,Argentine tango,"""Paint It Black""—Ciara",Bruno Tonioli, 10,38,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,Saw,,,,,,,,,,,,,,['Amanda & Alan'],1,4,4
2088,2088,30,Week 7: Queen Night,Amanda & Alan,Jive,,Carrie Ann Inaba,8,33,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,"""Don't Stop Me Now""",,,,,,,,,,,,,['Amanda & Alan'],1,4,4
2088,2088,30,Week 7: Queen Night,Amanda & Alan,Jive,,Len Goodman, 8,33,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,"""Don't Stop Me Now""",,,,,,,,,,,,,['Amanda & Alan'],1,4,4
2088,2088,30,Week 7: Queen Night,Amanda & Alan,Jive,,Derek Hough, 8,33,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,"""Don't Stop Me Now""",,,,,,,,,,,,,['Amanda & Alan'],1,4,4
2088,2088,30,Week 7: Queen Night,Amanda & Alan,Jive,,Bruno Tonioli, 9,33,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,"""Don't Stop Me Now""",,,,,,,,,,,,,['Amanda & Alan'],1,4,4
2089,2089,29,Week 5: '80s Night,Nelly & Daniella,Samba,"""Rhythm of the Night""—DeBarge",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nelly & Daniella'],1,3,3
2089,2089,29,Week 5: '80s Night,Nelly & Daniella,Samba,"""Rhythm of the Night""—DeBarge",Derek Hough, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nelly & Daniella'],1,3,3
2089,2089,29,Week 5: '80s Night,Nelly & Daniella,Samba,"""Rhythm of the Night""—DeBarge",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nelly & Daniella'],1,3,3
2090,2090,29,Week 5: '80s Night,Johnny & Britt,Contemporary,"""Total Eclipse of the Heart""—Bonnie Tyler",Carrie Ann Inaba,10,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Johnny & Britt'],1,3,3
2090,2090,29,Week 5: '80s Night,Johnny & Britt,Contemporary,"""Total Eclipse of the Heart""—Bonnie Tyler",Derek Hough, 10,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Johnny & Britt'],1,3,3
2090,2090,29,Week 5: '80s Night,Johnny & Britt,Contemporary,"""Total Eclipse of the Heart""—Bonnie Tyler",Bruno Tonioli, 9,29,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Johnny & Britt'],1,3,3
2091,2091,29,Week 5: '80s Night,Nev & Jenna,Quickstep,"""Take On Me""—A-ha",Carrie Ann Inaba,8,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nev & Jenna'],1,3,3
2091,2091,29,Week 5: '80s Night,Nev & Jenna,Quickstep,"""Take On Me""—A-ha",Derek Hough, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nev & Jenna'],1,3,3
2091,2091,29,Week 5: '80s Night,Nev & Jenna,Quickstep,"""Take On Me""—A-ha",Bruno Tonioli, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nev & Jenna'],1,3,3
2092,2092,29,Week 6: Top 11,Johnny & Britt,Salsa,"""On the Floor""—Jennifer Lopez feat. Pitbull",Carrie Ann Inaba,7,22,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Johnny & Britt'],1,3,3
2092,2092,29,Week 6: Top 11,Johnny & Britt,Salsa,"""On the Floor""—Jennifer Lopez feat. Pitbull",Derek Hough, 8,22,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Johnny & Britt'],1,3,3
2092,2092,29,Week 6: Top 11,Johnny & Britt,Salsa,"""On the Floor""—Jennifer Lopez feat. Pitbull",Bruno Tonioli, 7,22,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Johnny & Britt'],1,3,3
2093,2093,19,Week 1: Premiere Night,Antonio & Cheryl,Cha-cha-cha,"""Tonight (I'm Lovin' You)""—Enrique Iglesias feat. Ludacris & DJ Frank E",Carrie Ann Inaba,6,25,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Antonio & Cheryl'],1,4,4
